x1,x2
89.0790,239.8240
83.3004,280.3329
87.9020,311.5843
83.9275,254.9587
91.7353,248.3207
88.6794,248.9407
88.2585,277.5509
84.4363,311.1256
88.5785,329.6450
84.1433,297.8248
82.1852,337.4949
80.9878,272.3182
89.0722,302.4481
87.6863,328.8551
85.8609,269.3471
82.8869,274.1456
81.7528,274.6635
83.0579,259.0121
87.8993,303.9318
89.9327,259.9105
87.9240,324.8602
89.6731,240.8103
87.9357,330.1996
83.0794,308.6769
84.3301,251.4201
85.6873,302.0372
87.6031,305.6718
85.3931,319.2881
86.8539,317.0979
88.4741,319.7790
84.7875,287.3555
82.2552,265.0167
82.4204,313.3729
91.3481,327.0053
88.9254,308.9912
83.9246,302.5567
91.7742,285.6405
89.9124,266.4704
84.3218,299.6227
87.7307,251.6263
84.9584,329.2327
95.9170,286.0805
82.5335,246.6449
83.6190,295.5961
90.4465,251.8873
82.0881,320.4242
89.7801,271.8212
83.1280,268.4168
89.1455,323.0903
91.6516,299.4968
86.9021,242.7195
93.7459,286.9592
78.6935,311.1765
84.5579,289.3087
93.7762,290.0757
85.9788,326.9344
79.4314,312.8980
86.6012,250.8694
84.9504,270.0901
81.9136,310.3568
89.2883,285.9838
82.2235,312.8276
83.6261,261.6014
86.7102,288.3871
88.2310,315.1691
91.1211,239.2717
