x1,x2
2.3250,9.5108
-0.0238,10.2129
4.9376,26.8757
5.8151,26.9782
0.9400,17.9408
5.4266,6.4478
3.7518,17.0772
-11.9580,6.5261
-4.0133,19.1143
2.2103,15.3549
0.9282,21.8861
-4.3799,2.8393
7.6002,7.8350
14.7268,23.8211
-2.2866,14.4351
-6.4196,14.5510
7.5915,33.9468
1.4479,19.6062
6.2758,8.9328
-3.0825,4.9245
10.1511,19.3911
3.3494,14.2179
11.1972,12.1960
5.1784,26.6733
-2.4428,16.5834
-0.2136,25.5184
10.5721,20.0256
3.7361,11.6030
-5.2652,17.9143
-5.8107,22.0311
7.7786,13.1743
-0.1217,17.1263
11.6120,17.7551
4.3746,31.0513
0.1875,5.2146
-2.9715,10.5204
16.5856,28.5752
0.3741,3.8195
3.4350,10.8392
6.9895,7.6246
4.2588,6.6327
1.6406,15.5701
7.2486,33.9232
4.4372,15.1466
-3.5184,4.8446
3.7156,9.1431
-0.5712,2.1482
5.4859,24.6352
-1.8333,12.9722
2.8709,6.8006
2.1310,19.0648
6.9680,10.4968
6.0120,15.0638
-0.4911,18.9105
14.7020,14.8229
-2.7135,15.3942
2.5553,8.1130
-5.5779,-0.8079
-0.3709,7.9435
11.9956,13.4369
2.8496,18.8196
1.7143,9.5637
6.3714,33.1879
-2.0804,21.6820
1.7457,29.0134
6.7998,14.4054
13.4022,37.1222
2.3036,23.8400
7.5328,17.4949
7.3568,9.2488
3.7730,29.1647
-0.0895,20.1090
-4.6909,19.1445
-0.6655,25.4730
-4.3079,-2.6243
5.7757,23.9855
3.8853,10.2216
-4.7614,-3.0902
9.8735,31.6455
7.2652,24.6017
2.3054,12.1288
9.5051,24.4360
4.0545,8.4041
5.0382,17.3973
6.9296,27.8236
10.2742,33.5903
11.0798,27.6997
-5.0096,-2.9677
-1.6861,28.1092
0.4012,0.9347
7.6245,16.9301
1.8725,23.2455
6.8406,8.9008
-2.9191,1.7173
0.9008,3.9354
1.4269,12.7984
6.2046,25.4126
1.0269,28.2138
6.5709,21.6172
9.0185,34.8203
10.5152,16.0636
0.4098,19.7264
2.1422,28.5702
4.4239,11.9317
8.1414,15.3489
9.5590,16.2584
7.9277,10.6951
1.8758,20.9515
-0.6659,6.3929
1.8450,27.2136
-0.3414,0.8355
1.8303,28.8076
7.9007,25.5802
6.3374,7.5715
4.6409,21.8541
2.2462,21.6705
5.0087,27.2251
3.1826,25.5965
1.1574,25.3234
5.7656,18.0480
8.9310,13.0303
8.7245,27.4273
-2.4352,25.5801
0.5932,21.7870
6.8442,23.1821
-2.9677,12.8873
-0.6406,8.3744
6.3478,22.0378
2.0866,5.3720
5.5520,30.4975
-8.1463,10.2643
8.5831,7.3337
7.2263,21.2972
-1.3082,3.6442
9.1399,29.7637
-0.4751,10.0676
7.8400,13.4699
0.3181,25.8703
-2.8145,17.1257
3.1223,3.2509
-5.4323,11.9718
13.3831,29.2468
6.0526,18.7866
-5.4702,12.8865
4.2765,29.1294
12.4607,29.2725
3.4985,5.8960
5.5619,12.7600
9.3580,26.8595
0.1397,14.6435
8.9706,27.3947
7.2174,11.0940
3.3623,17.0789
1.4613,24.1021
-2.1514,-0.5890
