x1,x2
12.6665,28.7148
6.5583,33.9833
11.8688,35.0910
7.0845,33.5571
8.5706,20.0421
8.3274,33.6467
5.8845,39.6004
8.4849,24.2601
10.4290,34.2643
7.7575,23.9538
5.2077,35.3298
7.2804,38.7159
9.7495,24.1640
12.4416,36.5868
11.5078,25.9851
9.8622,37.6141
6.0132,20.6355
11.7207,35.1046
9.0726,24.3072
8.2801,27.3377
11.7303,23.1542
10.8535,36.1486
10.4989,24.0211
5.5454,27.0916
7.1685,27.3120
3.8883,25.3505
9.5833,24.4785
9.0847,34.9522
11.7977,31.5477
9.6361,35.4773
7.8962,23.1391
15.3345,30.9013
5.9113,21.5941
4.9912,21.9682
7.1683,28.6394
10.5741,31.8450
7.9521,34.3328
7.6778,31.3658
5.6361,21.5410
13.4185,27.5379
7.1299,34.7585
5.7579,39.0110
8.6324,38.1065
6.5768,29.8318
8.3023,38.7105
13.0055,25.0277
7.6606,32.3384
8.8506,35.2564
7.8944,20.0336
8.4248,21.6424
11.4590,26.4236
10.5949,24.3270
7.9752,23.4951
6.2073,31.0368
8.5973,32.7926
11.4978,29.7005
8.9479,33.9912
8.6170,26.3634
3.5763,27.3194
11.9819,22.6599
4.5266,24.3389
5.1537,29.7363
7.8729,36.5281
9.1039,29.4710
9.1352,37.6635
6.7088,38.7393
8.0606,35.4292
7.1790,35.5803
3.5713,20.2929
8.2334,33.8571
6.9186,20.6864
10.2576,35.0975
2.0000,28.4986
2.0000,21.6728
2.0000,38.6088
2.0000,23.7041
2.0000,39.2077
2.0000,35.6814
2.0000,38.4539
2.0000,32.5201
2.0000,27.0356
2.0000,33.9824
2.0000,29.2097
2.0000,34.6927
2.0000,39.0750
2.0000,21.1349
2.0000,23.3111
2.0000,28.6072
2.0000,20.5490
2.0000,27.1921
2.0000,28.4636
2.0000,23.4906
2.0000,20.8398
2.0000,32.7019
2.0000,24.7402
2.0000,34.0000
2.0000,28.3361
2.0000,37.9613
2.0000,25.9577
2.0000,30.8155
2.0000,25.6999
2.0000,38.9716
2.0000,25.5554
2.0000,33.5248
2.0000,27.0873
2.0000,33.6698
2.0000,32.3976
2.0000,35.4599
2.0000,32.5250
2.0000,29.1220
2.0000,29.0114
2.0000,23.1272
2.0000,22.3512
2.0000,23.0949
2.0000,38.5907
2.0000,33.4092
2.0000,38.0972
2.0000,32.2939
2.0000,24.2562
2.0000,20.2502
2.0000,30.6736
2.0000,39.4599
