x1,x2
51.5455,210.5723
34.3025,319.8069
34.4096,298.4197
31.8119,311.1366
50.2956,285.8717
33.2881,234.7278
48.3989,269.6772
33.1494,258.7076
30.8415,239.1264
47.8769,286.6932
30.5943,303.8648
43.5358,247.9783
39.5634,280.1478
38.7960,240.9613
42.1294,261.9766
30.3043,315.9677
33.9338,320.1270
30.5512,305.3771
47.8577,206.0816
38.2556,321.1205
39.5315,223.1163
40.9547,256.7337
32.5162,308.0834
58.3104,197.0872
30.8224,250.8905
34.2077,242.6008
30.7794,277.7730
33.9583,302.3144
48.8826,293.8848
34.7479,287.2293
40.6023,313.8200
49.9264,229.1568
56.4473,251.9040
33.6342,322.9671
