x1,x2
17.3424,5.3761
7.9496,0.9859
11.2427,0.3952
20.4401,4.9087
19.6846,3.8774
16.8138,0.4866
13.2945,1.5930
16.6265,1.8859
12.4321,8.8088
5.7100,2.5315
5.5743,0.7929
15.2952,1.8281
9.0990,1.1143
14.1620,2.4076
13.6850,1.4335
12.2840,7.3297
20.4758,8.0132
16.8850,1.2119
8.0123,0.0970
17.5885,4.4926
11.1093,0.2581
8.8482,4.3398
12.1034,5.8218
14.2543,1.4947
13.1871,0.1340
17.5029,3.3734
5.3065,0.7596
7.6950,3.6102
21.9850,4.7846
17.1184,0.7519
7.3519,0.2939
21.5144,2.6042
17.5311,0.9984
7.2093,2.2734
9.0555,2.0586
19.5736,4.5996
15.8582,4.1891
21.1118,4.2684
13.2645,0.7219
12.9977,4.9451
5.9384,1.9433
10.6178,0.5839
15.6107,0.3908
10.1139,0.2950
12.8322,0.5022
14.9813,0.4901
14.7421,3.8644
10.9518,0.6658
20.2356,18.6161
10.3086,0.4522
16.1819,6.2591
11.2188,3.5119
21.8894,0.3198
19.9305,1.5465
17.8319,0.1807
13.6846,1.7744
7.9039,0.5263
15.7398,0.5784
17.4773,2.9270
11.8120,7.1733
9.2473,4.5844
13.8788,0.7351
14.9839,1.0089
10.7640,4.2116
16.9529,8.2022
12.2484,0.7403
6.5761,0.4520
16.8839,1.5130
14.3603,0.2920
13.1219,1.1633
14.7942,4.6344
5.6878,4.0727
15.6470,1.0788
20.3047,1.9724
21.1891,8.3681
21.8984,1.9899
20.1349,1.4621
11.3771,3.4673
8.1837,0.7121
14.6722,4.3381
6.2011,0.2439
14.9626,0.6958
7.8745,2.3991
16.3934,10.8900
5.1568,0.8622
12.2610,2.0376
17.5097,6.7069
18.7825,7.6200
15.3334,10.0980
12.9530,0.8385
13.0250,0.7645
7.3979,0.5796
12.1705,0.9067
10.1168,1.6460
13.4367,7.0224
17.2829,1.9569
20.4725,1.9318
10.8409,2.1695
11.9507,1.2769
7.2246,3.1997
20.4662,1.0240
5.6255,0.3998
15.8420,0.5306
14.3555,2.9396
20.3079,3.3497
12.4540,2.8010
14.7209,1.3851
20.3811,5.4867
9.5318,3.5882
11.9059,1.9146
9.6060,3.3242
11.5468,0.8437
15.8728,5.3281
20.9390,0.6619
15.4236,1.1022
11.3278,0.8428
12.3665,2.4272
20.4604,0.9165
14.3810,0.2247
18.9348,1.6311
19.7027,4.1560
16.7171,0.5547
15.4373,5.4116
15.2441,3.0206
11.6857,1.3852
10.3990,3.8397
19.0926,9.0330
10.3572,2.2176
21.7486,0.5774
16.5847,0.3338
20.4484,3.0000
11.4602,0.5453
11.5849,1.1629
8.0999,0.3747
20.2173,8.6993
10.2027,0.3129
19.7990,1.8595
10.0194,6.4030
6.5175,0.4081
19.6676,5.0868
6.0863,1.2538
18.2219,5.0405
16.1256,1.6846
15.6027,1.0469
17.5828,1.3089
5.5652,0.6937
11.0195,2.5166
6.0099,4.5596
19.6626,0.6311
15.2068,3.1162
16.1047,1.1896
16.9670,0.4411
9.1462,1.0753
21.2683,0.3783
6.4846,1.3768
11.3487,1.8349
6.4103,1.6839
11.0494,4.5020
19.9142,0.6620
11.9691,1.9979
16.7660,1.7903
20.1426,0.4482
21.1000,0.6942
10.6478,1.3254
